hľadal,looked for
veru,true
nemusí,it doesn't have to
rúk,hands
nepoviem,I won't say
očami,eyes
mr,mr
chlapíka,guy
nas,us
armáda,army
radu,advice
mas,you have
odteraz,from now
spievať,to sing
sadnite,sit down
navzájom,each other
samé,the same
ublížiť,to hurt
hľadá,looking for
simon,Simon
neprišiel,he didn't come
minútu,a minute
zbaviť,get rid
ruke,hands
anna,Anna
zadarmo,free
udržať,to keep
nevyzerá,doesn't look like it
piť,to drink
postaviť,to build
č,no
žiadnom,none
navyše,in addition
vyzerajú,they look
kameň,stone
potrebné,necessary
hviezda,star
okno,window
krajina,country
zvládnem,I can handle it
teta,aunt
klamal,he lied
energie,energy
šli,they went
vietor,wind
išlo,it went
touto,by this one
nechceme,we don't want
kráľa,the king
jedine,only
dakujem,well thank you
nájdeš,you will find
každému,to everyone
starého,old
najväčší,the biggest
tanec,dance
akého,what kind
plus,plus
dna,gout
čistý,clean
zostane,stay
subtitles,subtitles
vrátiš,you return
pamätaj,remember
takýto,this
dobrí,good ones
dokázať,to prove
zvyčajne,usually
malého,small
boja,fight
jedla,she ate
predať,sell
chrbát,the back
sestry,sisters
pozeráš,you watch
pánom,Mr
vašim,yours
blbosť,nonsense
